SummitCode,SummitName,Longitude,Latitude,Points
GM/NS-099,Meall Liath Choire,-4.99522,57.9197,2
GM/NS-100,Cnoc a'Bhaid-rallaich,-5.26374,57.88477,2
GM/NS-101,Carn Garbh,-3.88018,58.0992,2
GM/NS-102,Beinn an Eoin,-4.72928,58.03431,2
GM/NS-103,Ben Hiel,-4.40547,58.41618,2
GM/NS-104,Beinn Stumanadh,-4.32834,58.41625,2
GM/NS-105,Cnoc Ceislein,-4.36919,57.70321,2
GM/NS-106,Meall Glac Tigh-fail,-5.09543,57.79679,2
GM/NS-107,Ben Horn,-4.02135,58.03019,2
GM/NS-108,Farrmheall,-4.90354,58.48439,2
GM/NS-109,An Lean-charn,-4.7082,58.43287,2
GM/NS-110,Meall Coire an Lochain,-5.0284,58.01176,2
GM/NS-111,Maovally,-4.75737,58.1499,2
GM/NS-112,Ben Dreavie,-4.97018,58.3125,2
GM/NS-113,Smean,-3.64881,58.22679,2
GM/NS-114,Meall Dheirgidh,-4.57883,57.9123,2
GM/NS-115,Creag Riabhach,-4.95764,58.5282,1
GM/NS-116,Maiden Pap,-3.62277,58.24266,1
GM/NS-117,Carn na Dubh Choille,-4.70576,57.667,1
GM/NS-118,Beinn Sgeireach,-4.62326,58.06841,1
GM/NS-119,Meall an Fhuarain,-4.53414,58.23843,1
GM/NS-120,Creag Dhubh Bheag,-4.5996,58.23909,1
GM/NS-121,An Grianan,-4.98117,58.51778,1
GM/NS-122,Feinne-bheinn Mhor,-4.67892,58.37683,1
GM/NS-123,Breac-Bheinn,-4.5372,57.91978,1
GM/NS-124,Fashven,-4.90039,58.56285,1
GM/NS-125,Beinn Lunndaidh,-4.04637,57.99063,1
GM/NS-126,Cnoc an Liath-bhaid Mhoir,-4.11452,58.23343,1
GM/NS-127,Meall Meadhonach,-4.73204,58.52418,1
GM/NS-128,Braigh na h-Eaglaise,-3.59165,58.17772,1
GM/NS-129,Beinn Dubhain,-3.80864,58.16246,1
GM/NS-130,Meadie Ridge,-4.56644,58.35692,1
GM/NS-131,Creag Loisgte,-4.75766,57.92145,1
GM/NS-132,Ben Hutig,-4.51281,58.55076,1
GM/NS-133,Creag Thoraraidh,-3.63151,58.14729,1
GM/NS-134,Cnoc na Maoile,-3.68809,58.16863,1
GM/NS-135,Cnoc Corr Guinie,-4.23344,57.74929,1
GM/NS-136,Creag nam Fiadh,-3.97273,58.18698,1
GM/NS-137,Cnoc an t-Sabhail,-4.19714,57.77891,1
GM/NS-138,Struie,-4.2611,57.83431,1
GM/NS-139,Sgribhis-bheinn,-4.89391,58.59749,1
GM/NS-140,Meall a'Chaise,-4.28868,58.07568,1
GM/NS-141,An Socach,-4.97669,58.48112,1
GM/NS-142,Cnoc an Daimh Mor,-4.50805,58.34834,1
GM/NS-143,Beinn Domhnaill,-4.23192,57.93979,1
GM/NS-144,Creag a'Ghobhair,-4.26403,57.91577,1
GM/NS-145,Meall nan Clach Ruadha,-4.39375,58.47876,1
GM/NS-146,Ghlas-bheinn,-4.86479,58.50871,1
GM/NS-147,Meall Dola,-4.33855,58.03014,1
GM/NS-148,Cnoc an t-Sabhail,-4.15308,57.80671,1
GM/NS-149,Beinn Akie,-4.85219,58.5414,1
GM/NS-150,Cnoc Mor,-4.5264,57.57733,1
GM/NS-151,Mount Eagle,-4.2631,57.6008,1
GM/NS-152,Hill of Nigg,-3.98102,57.70913,1
GM/NS-153,Meall an Fheadain,-5.39206,58.04249,1
GM/NS-154,Beinn Dearg,-4.95769,58.5463,1
GM/NS-155,Creag an Amalaidh,-4.09874,57.94962,1
GM/SI-001,Sgurr Alasdair,-6.22418,57.20659,6
GM/SI-002,Sgurr Dearg - Inaccessible Pinnacle,-6.23482,57.21325,6
GM/SI-003,Ben More,-6.01402,56.42483,6
GM/SI-004,Sgurr nan Gillean,-6.19316,57.24821,6
GM/SI-005,Bla Bheinn (Blaven),-6.09321,57.21957,6
GM/SI-006,Goat Fell,-5.19188,55.62585,4
GM/SI-007,Caisteal Abhail,-5.22929,55.64986,4
GM/SI-008,Beinn Tarsuinn,-5.24208,55.62148,4
GM/SI-009,Askival,-6.2915,56.97443,4
GM/SI-010,Garbh-bheinn,-6.09247,57.2331,4
GM/SI-011,Cir Mhor,-5.22253,55.63913,4
GM/SI-012,Clisham,-6.81255,57.96369,4
GM/SI-013,Beinn an Oir,-6.00414,55.9024,4
GM/SI-014,Ainshval,-6.31468,56.96563,4
GM/SI-015,Glamaig - Sgurr Mhairi,-6.1284,57.29271,4
GM/SI-016,Dun da Ghaoithe,-5.77951,56.46044,4
GM/SI-017,Beinn Talaidh,-5.85429,56.44457,4
GM/SI-018,Beinn Shiantaidh,-5.97936,55.90167,4
GM/SI-019,Sgurr Dearg,-5.78887,56.44012,4
GM/SI-020,Sgurr na Coinnich,-5.70943,57.23615,4
GM/SI-021,Marsco,-6.13348,57.24918,4
GM/SI-022,Beinn a'Chaolais,-6.0175,55.88844,4
GM/SI-023,Beinn na Caillich,-5.69679,57.24292,4
GM/SI-024,Beinn na Caillich,-5.97668,57.23728,4
GM/SI-025,Beinn Dearg Mhor,-6.11582,57.27954,4
GM/SI-026,Uisgnaval Mor,-6.87115,57.97294,4
GM/SI-027,Mullach Buidhe,-5.33467,55.63316,4
GM/SI-028,The Storr,-6.18311,57.50711,4
GM/SI-029,Ben Buie,-5.88177,56.37508,4
GM/SI-030,Beinn Dearg Mhor,-5.99876,57.23259,4
GM/SI-031,Corra-bheinn,-5.9363,56.4193,4
GM/SI-032,Belig,-6.07228,57.24098,4
GM/SI-033,Trallval,-6.31727,56.97339,4
GM/SI-034,Beinn Fhada,-5.9925,56.44197,4
GM/SI-035,Creach Beinn,-5.8197,56.38199,2
GM/SI-036,Tirga Mor,-6.98505,57.99488,2
GM/SI-037,Hartaval,-6.20952,57.51572,2
GM/SI-038,Oreval,-6.93521,57.98306,2
GM/SI-039,Beinn Mhor,-7.29497,57.2587,2
GM/SI-040,Cruach Choireadail,-5.90011,56.40512,2
GM/SI-041,Ben Aslak,-5.72596,57.20755,2
GM/SI-042,Hecla,-7.27128,57.29029,2
GM/SI-043,Beinn a'Ghraig,-5.99229,56.46325,2
GM/SI-044,Stulaval,-6.85465,58.00648,2
GM/SI-045,Corra Bheinn,-5.95942,55.90892,2
GM/SI-046,Beinn Bhreac,-5.27121,55.65979,2
GM/SI-047,Mealisval,-7.06117,58.13163,2
GM/SI-048,Ben na Cro,-6.03053,57.24363,2
GM/SI-049,Beinn Mhor,-6.64753,57.99,2
GM/SI-050,Orval,-6.39314,57.00588,2
GM/SI-051,Glas Bheinn Mhor,-6.05758,57.25687,2
GM/SI-052,Meall nan Damh,-5.32363,55.67054,2
GM/SI-053,Glas Bheinn,-5.99591,55.85729,2
GM/SI-054,Beinn na Seamraig,-5.76069,57.1944,2
GM/SI-055,Coirc Bheinn,-6.07553,56.41921,2
GM/SI-056,Sgaoth Aird,-6.7901,57.93479,2
GM/SI-057,Ben Dearg,-6.20768,57.47371,2
GM/SI-058,Meall na Suiramach,-6.2814,57.64297,2
GM/SI-059,Toddun,-6.71408,57.92835,2
GM/SI-060,Ben Corodale,-7.27891,57.27524,2
GM/SI-061,Beinn na Sreine,-6.12361,56.39719,2
GM/SI-062,Tahaval,-7.02605,58.12688,2
GM/SI-063,A'Chruach,-5.22038,55.55326,2
GM/SI-064,Cracaval,-7.04598,58.1165,2
GM/SI-065,Scrinadle,-5.99543,55.92838,2
GM/SI-066,Beinn Dhubh,-6.91423,57.89986,2
GM/SI-067,Beinn na Croise,-5.95166,56.35516,2
GM/SI-068,Sgurr na Stri,-6.13895,57.19582,1
GM/SI-069,Griomaval,-7.07172,58.086,1
GM/SI-070,Ruadh Stac,-6.11954,57.23252,1
GM/SI-071,Liuthaid,-6.7856,58.02174,1
GM/SI-072,Beinn Bheigier,-6.09539,55.73317,1
GM/SI-073,Husival Mor,-7.04063,57.9937,1
GM/SI-074,Healabhal Bheag,-6.62037,57.38426,1
GM/SI-075,Dubh Bheinn,-5.8839,56.03235,1
GM/SI-076,Ward Hill,-3.34051,58.90062,1
GM/SI-077,Glas Bheinn,-6.0983,55.75771,1
GM/SI-078,Gormol,-6.56449,57.96944,1
GM/SI-079,Healabhal Mhor,-6.63089,57.40578,1
GM/SI-080,Beinn Bhreac,-5.85957,56.04967,1
GM/SI-081,Bioda Buidhe,-6.28977,57.61471,1
GM/SI-082,Beinn a'Bhraghad,-6.29552,57.24587,1
GM/SI-083,Roineabhal,-6.9754,57.76661,1
GM/SI-084,Tighvein,-5.17151,55.49937,1
GM/SI-085,Beinn na Duatharach,-5.88941,56.45815,1
GM/SI-086,Ronas Hill,-1.44594,60.53386,1
GM/SI-087,Cruach Scarba,-5.72222,56.17667,1
GM/SI-088,Caiteshal,-6.6622,57.94319,1
GM/SI-089,Ben Lee,-6.15051,57.32455,1
GM/SI-090,Beinn Bhreac,-6.4029,57.25593,1
GM/SI-091,Speinne Mor,-6.07278,56.57316,1
GM/SI-092,Dun Caan,-6.02927,57.38126,1
GM/SI-093,Fionn Bhealach,-5.22046,55.69875,1
GM/SI-094,Beinn Bhreac,-5.95079,55.93061,1
GM/SI-095,Roineval,-6.29121,57.3327,1
GM/SI-096,An Cruachan,-6.3387,57.21825,1
GM/SI-097,Cuilags,-3.37338,58.91039,1
GM/SI-098,Conachair,-8.57327,57.82095,1
GM/SI-099,Sgorr nam Faoileann,-6.09449,55.7709,1
GM/SI-100,Suainaval,-6.97137,58.1698,1
GM/SI-101,Beinn na Drise,-6.10523,56.50854,1
GM/SI-102,Muaithabhal,-6.64378,58.00747,1
GM/SI-103,The Sneug,-2.09567,60.14011,1
GM/SI-104,Beinn na Greine,-6.22972,57.39383,1
GM/SI-105,Ben Tianavaig,-6.14253,57.39099,1
GM/SI-106,Beinn Bhuidhe,-5.91627,56.4898,1
GM/SI-107,Beinn Bhac-ghlais,-6.61069,57.37035,1
GM/SI-108,Guainemol,-6.64169,58.02489,1
GM/SI-109,Druim Fada,-5.80859,56.33677,1
GM/SI-110,Knap of Trowieglen,-3.31994,58.86688,1
GM/SI-111,Bleaval,-7.00226,57.81374,1
GM/SI-112,Beinn Mheadhonach,-6.94096,58.10534,1
GM/SI-113,Mullach na Carn,-5.97512,57.29076,1
GM/SI-114,An Sgurr,-6.16605,56.88414,1
GM/SI-115,Sithean Bhealaich Chumhaing,-6.15298,57.44138,1
GM/SI-116,An Coileach,-6.91032,57.82946,1
GM/SI-117,Heileasbhal Mor,-6.93166,57.82827,1
GM/SI-118,Mullach an Eilein,-8.49158,57.87128,1
GM/SI-119,Biod Mor,-6.36222,57.26134,1
GM/SI-120,Heaval,-7.46825,56.96615,1
GM/SI-121,Kearnaval,-6.76952,58.04136,1
GM/SI-122,Cnoc Glas,-8.63791,57.83008,1
GM/SI-123,Beinn Chreagach,-6.01282,56.32253,1
GM/SI-124,Cruachan Min,-6.13238,56.31881,1
GM/SI-125,Stulaval,-7.28881,57.19616,1
GM/SI-126,Uisenis,-6.50303,57.95999,1
GM/SI-127,Ben Garrisdale,-5.79337,56.07891,1
GM/SI-128,Arnaval,-6.40863,57.29816,1
GM/SI-129,Chaipaval,-7.1014,57.81875,1
GM/SI-130,Sgarbh Breac,-6.15224,55.91259,1
GM/SI-131,Triuirebheinn,-7.27553,57.17112,1
GM/SI-132,Eaval,-7.18294,57.52809,1
GM/SI-133,Ben Meabost,-6.07648,57.16804,1
GM/SI-134,Sgorr an Fharaidh,-6.13427,56.92654,1
GM/SI-135,Maol Ban,-5.75028,56.35041,1
GM/SI-136,Cipeagil Bheag,-6.65539,57.96211,1
GM/SI-137,Ben Tangaval,-7.53198,56.96018,1
GM/SI-138,Creachan Mor,-6.04905,56.30225,1
GM/SI-139,Beinn Chreagach,-6.52568,57.4898,1
GM/SI-140,Beinn Bhreac,-6.58424,57.48446,1
GM/SI-141,Feirihisval,-6.57423,58.03838,1
GM/SI-142,Guir-bheinn,-6.19071,55.87741,1
GM/SI-143,Mullach Mor,-5.06986,55.52292,1
GM/SI-144,Biod an Athair,-6.74487,57.4953,1
GM/SI-145,Beinn Chreagach,-6.21889,56.48213,1
GM/SI-146,Sron Romul,-7.13693,58.02765,1
GM/SI-147,Mullach Mor,-6.30865,57.03041,1
GM/SI-148,Cruach na Seilcheig,-5.73719,56.12243,1
GM/SI-149,Cnoc an Ime,-5.8614,55.95394,1
GM/SI-150,Beinn nan Carn,-5.91443,57.19243,1
GM/SI-151,Sgorach Breac,-5.884,57.14946,1
GM/SI-152,Cruachan Glen Vic Askill,-6.40384,57.42774,1
GM/SI-153,S Airde Beinn,-6.12277,56.60638,1
GM/SI-154,Royl Field,-1.29111,60.03953,1
GM/SI-155,Sgurr na h-Iolaire,-5.93703,57.11055,1
GM/SI-156,Beinn Mholach,-6.50977,58.2574,1
GM/SI-157,Saxa Vord,-0.84106,60.82748,1
GM/SI-158,Meall a'Mhaoil,-6.0626,57.3018,1
GM/SI-159,Ben Geary,-6.59373,57.55961,1
GM/SI-160,Fitful Head,-1.38273,59.90557,1
GM/SI-161,Sgurr nan Caorach,-5.96973,57.0551,1
GM/SI-162,Roineval,-6.6973,58.09325,1
GM/SI-163,South Lee,-7.15618,57.57256,1
GM/SI-164,Scalla Field,-1.2975,60.29763,1
GM/SI-165,Greabhal,-7.04399,57.7916,1
GM/SI-166,Beinn Ruigh Choinnich,-7.2837,57.15651,1
GM/SI-167,Tom nam Fitheach,-6.12029,56.55954,1
GM/SI-168,Mid Hill,-3.15733,58.96043,1
GM/SI-169,Carnan,-7.65052,56.80848,1
GM/SI-170,Ben Raah,-7.00868,57.90767,1
GM/SI-171,Ward of Scousburgh,-1.30724,59.95237,1
GM/SI-172,North Lee,-7.14318,57.57936,1
GM/SI-173,Beinn Bhragair,-6.66597,58.29267,1
GM/SI-174,Conostom,-6.82033,58.1674,1
GM/SI-175,Arnaval,-7.32666,57.20791,1
GM/SI-176,Beinn na h-Iolaire,-6.00547,57.47882,1
GM/SI-177,Dalescord Hill,-1.28835,60.39802,1
GM/SI-178,Blotchnie Fiold,-3.01872,59.14315,1
GM/SI-179,Sandness Hill,-1.65521,60.28521,1
GM/SI-180,Carn Ban,-5.69379,56.39741,1
GM/SI-181,Sleiteachal Mhor,-6.72768,58.07029,1
GM/SI-182,Muirneag,-6.31014,58.35616,1
GM/SI-183,The Noup,-2.08374,60.12228,1
GM/SI-184,Easaval,-7.33231,57.11975,1
GM/SI-185,Beinn Tart a'Mhill,-6.44415,55.72572,1
GM/SI-186,Marrival,-7.34554,57.60695,1
GM/SI-187,Caultrashal Mor,-6.82472,58.10265,1
GM/SI-188,Ward of Bressay,-1.09671,60.12997,1
GM/SI-189,Wideford Hill,-3.02571,58.98765,1
GM/SI-190,Milldoe - Mid Tooin,-3.12093,59.06847,1
GM/SI-191,Keelylang Hill,-3.08349,58.97498,1
GM/SI-192,Seaforth Island,-6.72835,58.0006,1
GM/SI-193,Ward Hill,-1.63276,59.54591,1
GM/SI-194,Scrae Field,-1.2501,60.10782,1
GM/SI-195,Valla Field,-0.92935,60.74961,1
GM/SI-196,Carn a'Ghaill,-6.51582,57.06754,1
GM/SI-197,Hill of Arisdale,-1.10052,60.53809,1
GM/SI-198,Cairn Galtar,-7.51964,56.89301,1
GM/SI-199,Ben Cliad,-7.4749,57.0098,1
GM/SI-200,Forsnaval,-7.00564,58.21344,1
GM/SI-201,Beinn Mhor,-6.29429,55.58243,1
GM/SI-202,Roneval,-7.25941,57.10675,1
GM/SI-203,Beinn a'Charnain,-7.22719,57.77784,1
GM/SI-204,Stac an Armin,-8.49723,57.88065,1
GM/SI-205,Sotan,-7.65411,56.78525,1
GM/SI-206,Beinn Bhreac,-6.39334,58.02221,1
GM/SI-207,Beinn Mhor,-7.20453,57.66807,1
GM/SI-208,Heishival Mor,-7.54833,56.93509,1
GM/SI-209,Ben Scrien,-7.29151,57.08003,1
GM/SI-210,Noss Head,-1.00463,60.13975,1
GM/SI-211,Crogary Mor,-7.25102,57.63931,1
GM/SI-212,Bioda Mor,-8.56124,57.79564,1
GM/SI-213,White Grunafirth,-1.49991,60.50938,1
GM/SI-214,Stac Lee,-8.51022,57.86651,1
GM/SI-215,Mid Ward,-1.42142,60.36973,1
GM/SI-216,The Hoe,-7.58984,56.85136,1
GM/SI-217,Fitty Hill,-3.00262,59.28643,1
GM/SI-218,Mullach Buidhe,-6.36507,57.90214,1
GM/SI-219,Vord Hill,-0.86433,60.62021,1
GM/SI-220,Gometra,-6.28854,56.49056,1
GM/SI-221,Crogary na Hoe,-7.07161,57.63978,1
GM/SI-222,Muldoanich,-7.44341,56.91864,1
GM/SI-223,Sail Chalmadale,-5.31303,55.60969,1
GM/SS-001,Ben More,-4.54009,56.38595,10
GM/SS-002,Stob Binnein,-4.53575,56.37072,10
GM/SS-003,Ben Lui,-4.81051,56.397,10
GM/SS-004,Cruach Ardrain,-4.57615,56.35643,8
GM/SS-005,Ben Oss,-4.77549,56.38927,8
GM/SS-006,Beinn Ime,-4.81712,56.23679,8
GM/SS-007,An Caisteal,-4.62437,56.3386,6
GM/SS-008,Ben Vorlich,-4.21945,56.34268,6
GM/SS-009,Beinn Dubhchraig,-4.74319,56.3913,6
GM/SS-010,Stuc a'Chroin,-4.23753,56.32932,6
GM/SS-011,Ben Lomond,-4.63301,56.19029,6
GM/SS-012,Beinn Bhuidhe,-4.90672,56.32666,6
GM/SS-013,Ben Vorlich,-4.75505,56.27402,6
GM/SS-014,Beinn Chabhair,-4.64149,56.32578,6
GM/SS-015,Ben Chonzie,-3.99206,56.45385,6
GM/SS-016,Beinn Narnain,-4.789,56.22095,6
GM/SS-017,Ben Vane,-4.78165,56.24979,6
GM/SS-018,Beinn an Lochain,-4.87624,56.23008,6
GM/SS-019,Creagan na Beinne,-4.04169,56.50693,4
GM/SS-020,The Cobbler (Ben Arthur),-4.80804,56.21304,4
GM/SS-021,Beinn Chuirn,-4.78987,56.42389,4
GM/SS-022,Creag Uchdag,-4.09811,56.46528,4
GM/SS-023,Ben Ledi,-4.32237,56.25866,4
GM/SS-024,Stob a'Choin,-4.56016,56.30967,4
GM/SS-025,Beinn Luibhean,-4.83634,56.23124,4
GM/SS-026,Meall an t-Seallaidh,-4.36258,56.38042,4
GM/SS-027,Ben Donich,-4.87329,56.19793,4
GM/SS-028,Merrick,-4.46841,55.13927,4
GM/SS-029,Broad Law,-3.35273,55.49813,4
GM/SS-030,White Coomb,-3.32363,55.42258,4
GM/SS-031,Benvane,-4.36843,56.2933,4
GM/SS-032,Stob Coire Creagach,-4.85797,56.2577,4
GM/SS-033,Corserine,-4.35913,55.15508,4
GM/SS-034,Beinn Each,-4.26218,56.31396,4
GM/SS-035,Meall na Fearna,-4.18432,56.34125,4
GM/SS-036,Creag MacRanaich,-4.35807,56.39988,4
GM/SS-037,Hart Fell,-3.40141,55.40805,4
GM/SS-038,Cairnsmore of Carsphairn,-4.21313,55.2561,4
GM/SS-039,Auchnafree Hill,-3.93467,56.45435,4
GM/SS-040,The Brack,-4.82855,56.18777,4
GM/SS-041,Beinn Bheula,-4.97147,56.14183,4
GM/SS-042,Shalloch on Minnoch,-4.50248,55.18365,4
GM/SS-043,Beinn Stacach,-4.4681,56.31472,4
GM/SS-044,Beinn a'Choin,-4.65995,56.28108,4
GM/SS-045,Meall an Fhudair,-4.79886,56.33388,4
GM/SS-046,Cnoc Coinnich,-4.84655,56.16661,4
GM/SS-047,Shee of Ardtalnaig,-4.06498,56.49139,4
GM/SS-048,The Stob,-4.44453,56.3768,4
GM/SS-049,Culter Fell,-3.50269,55.54623,4
GM/SS-050,Meall Mor,-4.61368,56.30109,4
GM/SS-051,Meall nan Gabhar,-4.85848,56.37552,4
GM/SS-052,Dun Rig,-3.18597,55.57188,4
GM/SS-053,Beinn Mhor,-5.04162,56.07261,4
GM/SS-054,Doune Hill,-4.75252,56.13585,4
GM/SS-055,Stob an Eas,-4.92857,56.22443,4
GM/SS-056,Green Lowther,-3.73751,55.38987,4
GM/SS-057,Beinn na Gainimh,-3.89005,56.48786,4
GM/SS-058,Ben Venue,-4.46199,56.22501,4
GM/SS-059,Ben Cleuch,-3.76949,56.18568,4
GM/SS-060,Meall Buidhe,-4.30865,56.41902,4
GM/SS-061,Lamachan Hill,-4.45154,55.06275,4
GM/SS-062,Beinn Chaorach,-4.75444,56.09333,4
GM/SS-063,Creag Ruadh,-4.15218,56.4368,4
GM/SS-064,Tinto,-3.66255,55.59169,4
GM/SS-065,Cairnsmore of Fleet,-4.34331,54.97546,4
GM/SS-066,Beinn a'Mhanaich,-4.78527,56.11276,4
GM/SS-068,Beinn Eich,-4.73235,56.11464,4
GM/SS-069,Beinn Lochain,-4.96443,56.16269,4
GM/SS-070,Blackcraig Hill,-4.13345,55.33308,4
GM/SS-071,Windy Standard,-4.17438,55.28796,2
GM/SS-072,Queensberry,-3.59308,55.28147,2
GM/SS-073,Mullwharchar,-4.42733,55.14987,2
GM/SS-074,Ettrick Pen,-3.26353,55.35621,2
GM/SS-075,Ballencleuch Law,-3.6792,55.32724,2
GM/SS-076,Meall Dearg,-3.81277,56.5522,2
GM/SS-077,Gathersnow Hill,-3.49215,55.51591,2
GM/SS-078,Stob Breac,-4.51206,56.31639,2
GM/SS-079,Beinn Damhain,-4.77904,56.31682,2
GM/SS-080,Cruach an t-Sidhein,-4.77678,56.12978,2
GM/SS-081,Beinn Bhreac,-4.70458,56.16365,2
GM/SS-082,Capel Fell,-3.31998,55.34907,2
GM/SS-083,Andrewhinney Hill,-3.26896,55.41222,2
GM/SS-084,Creag Each,-4.1854,56.4103,2
GM/SS-085,Uamh Bheag,-4.11566,56.28102,2
GM/SS-086,Beinn Ruadh,-4.96319,56.05319,2
GM/SS-087,Windlestraw Law,-3.00134,55.67725,2
GM/SS-088,Creag Mhor,-4.41125,56.33547,2
GM/SS-090,Beinn Dubh,-4.70232,56.12948,2
GM/SS-091,Meall Odhar,-4.76172,56.43005,2
GM/SS-092,Millfore,-4.38383,55.05024,2
GM/SS-093,Fiarach,-4.68344,56.39854,2
GM/SS-094,Blackhope Scar,-3.09195,55.72351,2
GM/SS-095,Sgiath a'Chaise,-4.29179,56.32361,2
GM/SS-096,Craignaw,-4.4176,55.12038,2
GM/SS-097,Creag Tharsuinn,-5.07378,56.07641,2
GM/SS-098,Mor Bheinn,-4.07971,56.36537,2
GM/SS-099,Creag Gharbh,-4.22151,56.46677,2
GM/SS-100,Croft Head,-3.33675,55.33759,2
GM/SS-101,Beinn Bhalgairean,-4.91212,56.37499,2
GM/SS-102,Cruinn a'Bheinn,-4.63709,56.21074,2
GM/SS-103,Tullich Hill,-4.74995,56.16785,2
GM/SS-104,Meall nan Caorach,-3.74125,56.48489,2
GM/SS-105,Meall Reamhar,-3.75168,56.47907,2
GM/SS-106,Cauldcleuch Head,-2.85743,55.29725,2
GM/SS-107,Beinn Bheag,-5.01459,56.09435,2
GM/SS-108,Cruach nam Mult,-4.95499,56.20797,2
GM/SS-109,Cruach nan Capull,-5.05288,55.97107,2
GM/SS-110,Cruach Neuran,-5.07366,55.99294,2
GM/SS-111,Cruach nam Miseag,-4.92615,56.14111,2
GM/SS-112,Well Hill,-3.71427,55.34011,2
GM/SS-113,Sgorach Mor,-5.05516,56.01994,2
GM/SS-114,Greatmoor Hill,-2.80505,55.29766,2
GM/SS-115,Beinn Uamha,-4.60432,56.22725,2
GM/SS-116,Colt Hill,-4.04951,55.26804,2
GM/SS-117,Beinn Uird,-4.57828,56.15245,2
GM/SS-118,Wisp Hill,-2.96754,55.28443,2
GM/SS-119,Ward Law,-3.16726,55.4319,2
GM/SS-120,Cairn Table,-4.02087,55.49514,2
GM/SS-121,Cruach Mhor,-5.14029,56.28523,2
GM/SS-122,The Wiss,-3.16501,55.4739,2
GM/SS-123,Green Hill,-3.79744,55.39358,2
GM/SS-124,Binnean nan Gobhar,-4.54586,56.13729,2
GM/SS-125,Scald Law,-3.29217,55.83619,2
GM/SS-126,Earl's Seat,-4.29633,56.02569,2
GM/SS-127,Beinn an t-Sidhein,-4.35167,56.33076,2
GM/SS-128,Broughton Heights,-3.39542,55.65548,2
GM/SS-129,Meikle Bin,-4.13947,56.01392,2
GM/SS-130,Criffel,-3.62925,54.94056,2
GM/SS-131,Hods Hill,-3.57836,55.37297,2
GM/SS-132,Roan Fell,-2.86357,55.22918,2
GM/SS-133,Minch Moor,-3.01909,55.58693,2
GM/SS-134,Meall Gainmheich,-4.40738,56.25471,2
GM/SS-135,Craigenreoch,-4.61648,55.1859,2
GM/SS-136,Pikethaw Hill,-2.99361,55.27005,2
GM/SS-137,Stob Odhar,-5.49157,55.91154,2
GM/SS-139,Cairnkinna Hill,-3.90563,55.29594,2
GM/SS-140,Turner Cleuch Law,-3.12881,55.47264,2
GM/SS-141,Beinn Ghlas,-5.02278,56.31818,2
GM/SS-142,Scaw'd Fell,-3.34171,55.31195,2
GM/SS-143,Trahenna Hill,-3.37367,55.62252,2
GM/SS-144,Deuchar Law,-3.13502,55.55576,2
GM/SS-145,Penvalla,-3.35115,55.64237,2
GM/SS-146,Ellson Fell,-2.9297,55.2771,2
GM/SS-147,Wether Hill,-4.0509,55.22491,2
GM/SS-148,Meikle Says Law,-2.67041,55.84703,2
GM/SS-149,Ben Clach,-4.00727,56.31322,2
GM/SS-150,Craiglee,-4.41213,55.09174,2
GM/SS-151,Beinn Bhreac,-5.18458,56.24382,2
GM/SS-152,Craiglee,-4.40652,55.23667,2
GM/SS-153,Black Craig,-5.01825,55.94054,2
GM/SS-154,West Lomond,-3.29684,56.24546,2
GM/SS-155,Hill of Stake,-4.7579,55.8293,2
GM/SS-156,Nutberry Hill,-3.99432,55.58189,2
GM/SS-158,Black Mount,-3.46542,55.69842,2
GM/SS-159,Beinn Ghlas,-5.30985,56.38171,2
GM/SS-160,Beinn Chapull,-5.33735,56.32379,2
GM/SS-161,Larriston Fell,-2.67899,55.22121,2
GM/SS-162,Beinn Dubh,-4.57389,56.20633,2
GM/SS-163,Stronend,-4.20403,56.0784,2
GM/SS-164,Kirkland Hill,-4.00568,55.42405,2
GM/SS-165,Dungavel Hill,-3.67758,55.55722,2
GM/SS-166,Cruach an Lochain,-5.13743,56.09752,2
GM/SS-167,Black Hill,-3.29829,55.85493,2
GM/SS-168,Law Kneis,-3.11855,55.40658,1
GM/SS-169,Innerdouny Hill,-3.56347,56.2485,1
GM/SS-170,Cairnsmore (Black Craig of Dee),-4.21863,55.0563,1
GM/SS-171,Allermuir Hill,-3.23718,55.8825,1
GM/SS-172,Lamington Hill,-3.58439,55.55778,1
GM/SS-173,Carn Duchara,-5.40191,56.23814,1
GM/SS-174,Common Hill,-3.91678,55.55573,1
GM/SS-175,Carleatheran,-4.11103,56.10157,1
GM/SS-176,Steele's Knowe,-3.66489,56.25324,1
GM/SS-177,Wether Law,-3.28366,55.7221,1
GM/SS-178,Craignell,-4.33376,55.04911,1
GM/SS-179,Cacra Hill,-3.08023,55.44508,1
GM/SS-180,Creachan Dubh,-5.18948,56.07113,1
GM/SS-181,Fell of Fleet,-4.2436,55.01007,1
GM/SS-182,Spartleton,-2.55593,55.88182,1
GM/SS-183,Cruach Lusach,-5.55133,55.99065,1
GM/SS-184,Middlefield Law,-4.09238,55.55238,1
GM/SS-185,Beinn Lagan,-5.02848,56.15244,1
GM/SS-186,Benbeoch,-4.37415,55.3456,1
GM/SS-187,Bishop Hill,-3.31528,56.22494,1
GM/SS-188,Beinn Dubh Airigh,-5.29082,56.18053,1
GM/SS-189,Cruach nan Caorach,-5.22071,55.97471,1
GM/SS-190,Lendrick Hill,-3.58323,56.21581,1
GM/SS-191,Cairnharrow,-4.28752,54.87814,1
GM/SS-192,Craigowl Hill,-3.01496,56.54776,1
